Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
4481,78,78,50196,41804,0.85,66,52674,44360,0.17,13,-148,-955,78,53116,44384,78,2255,662,0.26,20,148827,28793,0.24,19,139782,36810,0.78,61,12972,6171,91,106992,49521
4486,381,381,27044,35977,0.69,264,48405,41765,0.08,32,-2788,-2138,381,32006,38477,381,2802,476,0.15,56,99490,37314,0.15,57,116677,41300,0.64,242,13124,9145,418,114928,38014
4487,1829,1829,47539,41679,0.77,1405,51425,46381,0.14,247,-698,-855,1829,53262,44741,1829,2561,500,0.11,200,102758,39978,0.11,195,93827,27037,0.73,1327,13224,8955,2071,126742,44402
4488,113,113,54128,31787,0.65,74,36085,34066,0.13,15,2923,1913,113,59352,32619,113,4319,540,0.17,19,105914,42514,0.18,20,82301,24890,0.6,68,19480,6687,133,104536,49479
4490,662,662,41340,39342,0.73,480,51427,47810,0.17,110,254,72,662,43216,40950,662,1790,384,0.11,74,96161,32863,0.12,78,92059,26262,0.69,457,11690,8713,784,102529,37687
4492,155,155,62183,57198,0.81,125,61890,58708,0.15,24,-1976,-1070,155,65267,58915,155,2965,744,0.14,22,115125,25420,0.12,19,113289,17465,0.81,126,15702,11634,172,147914,97391
4494,78,78,42887,39315,0.67,52,43092,41830,0.17,13,495,-179,78,53012,46867,78,3681,281,0.19,15,124834,33221,0.19,15,108951,29706,0.69,54,9999,9176,86,94867,49849
4496,173,173,47707,47599,0.7,121,51633,52385,0.13,22,-183,-52,173,51678,51316,173,3651,594,0.12,20,72570,22791,0.12,20,64577,10286,0.71,123,14979,10230,200,125699,37424
4497,233,233,33747,31226,0.62,144,42813,36914,0.14,32,12,150,233,38970,36350,233,4353,377,0.09,20,138100,55589,0.09,20,131550,65032,0.59,138,12843,8220,235,190033,56032
4498,118,118,43157,40058,0.8,94,49005,45631,0.14,16,-1555,-1952,118,46829,44384,118,2401,444,0.06,7,112188,25744,0.06,7,98988,18689,0.71,84,13843,9285,129,69175,43154
4500,26593,26593,58143,50115,0.84,22429,60071,54187,0.11,2821,-2991,-2220,26593,60215,51873,26593,2054,595,0.07,1860,70110,26510,0.07,1804,49622,11781,0.79,21032,15309,10649,29796,132082,64754
4501,3395,3395,51357,47398,0.85,2888,54950,52074,0.08,258,-1780,-2060,3395,53207,49292,3395,1829,514,0.07,251,40359,16727,0.07,234,26688,7945,0.78,2648,12190,9507,4005,104673,51820
4502,5252,5252,55329,49326,0.85,4439,58913,53980,0.1,544,-3074,-1913,5252,57334,51214,5252,1985,600,0.07,364,51218,27306,0.07,350,30867,11559,0.78,4085,14191,10395,6015,134455,66521
4503,28809,28809,54114,48298,0.86,24751,56522,51864,0.08,2243,-2583,-2013,28809,56087,49935,28809,1948,590,0.07,2016,47801,24702,0.07,1932,30283,12006,0.79,22685,13442,9608,31875,104908,47473
4504,11765,11765,57549,51015,0.86,10131,60876,55417,0.11,1263,-4031,-2986,11765,59814,53037,11765,2237,706,0.07,781,65317,25900,0.06,738,48469,14036,0.79,9298,15074,11091,12911,114854,61469
4505,13601,13601,53688,46756,0.83,11232,56729,51669,0.11,1564,-2253,-1925,13601,55949,48781,13601,2214,638,0.07,999,70940,31902,0.07,962,51398,15889,0.77,10515,13674,9652,15045,115202,54275
4506,13086,13086,48535,42606,0.84,10950,50250,46728,0.08,1041,-1735,-1359,13086,50503,44218,13086,1934,511,0.06,807,77376,29929,0.06,779,59913,15791,0.75,9836,11993,8081,15196,91637,35898
4507,9429,9429,48809,36881,0.61,5793,54861,46670,0.14,1357,498,-86,9429,50892,38446,9429,2015,383,0.09,837,79894,28394,0.09,802,58703,13436,0.63,5968,14986,8229,11030,192256,80390
4508,9783,9783,46888,42791,0.83,8124,50583,47198,0.08,783,-1983,-2015,9783,48822,44558,9783,1885,553,0.06,578,54233,27146,0.06,551,37128,13278,0.74,7225,11021,8079,11642,83200,38245
4509,21330,21330,59836,50998,0.86,18403,62718,55268,0.1,2217,-4829,-3575,21330,62033,52895,21330,2170,679,0.08,1642,55545,23049,0.07,1561,34246,11665,0.79,16842,16214,11370,22487,98054,45648
4510,27167,27167,46634,40874,0.81,22012,49442,45726,0.08,2184,-1451,-1374,27167,48585,42530,27167,1921,465,0.06,1699,66989,25847,0.06,1613,51534,14293,0.73,19728,11576,7911,32068,87714,33357
4511,4897,4897,49929,41470,0.74,3629,54901,48190,0.11,532,-1165,-1128,4897,52205,43570,4897,2210,541,0.08,404,63355,28968,0.08,393,43202,13640,0.69,3398,13599,8967,5576,122885,60511
4512,2206,2206,54297,45207,0.77,1704,57027,49620,0.16,349,673,-302,2206,56640,47214,2206,2283,510,0.09,203,81634,37507,0.09,200,62761,20101,0.75,1663,14711,9911,2558,130667,58090
4514,3826,3826,50111,43265,0.76,2909,55896,50599,0.13,500,736,-12,3826,52378,45385,3826,2090,531,0.1,400,85563,29625,0.1,394,69790,20297,0.73,2789,13222,9009,4277,120156,58250
4515,2544,2544,49078,45799,0.79,2012,55951,53850,0.09,236,-344,60,2544,51653,47447,2544,2049,572,0.09,239,73073,27368,0.09,240,62093,18148,0.74,1879,12753,9727,2832,112522,39419
4516,2701,2701,54572,45713,0.81,2178,55800,49266,0.14,365,-1449,-1691,2701,57114,47634,2701,2470,649,0.07,194,73234,30047,0.07,190,54275,13797,0.76,2061,14784,9760,3031,120054,57331
4517,553,553,54348,48345,0.83,460,57670,52105,0.11,60,835,10,553,56687,49730,553,2339,626,0.09,50,110320,36288,0.08,46,101884,25042,0.77,427,13837,9443,607,110987,57917
4518,3104,3104,51644,43754,0.76,2359,55760,49208,0.15,467,-672,-1099,3104,53952,45494,3104,2115,532,0.09,279,78743,34482,0.09,265,58661,18256,0.73,2280,13740,9000,3485,129321,62393
4519,5232,5232,51963,42561,0.78,4066,54620,47831,0.12,626,-1113,-1102,5232,54613,44368,5232,2330,540,0.09,493,63550,28772,0.09,466,48052,14524,0.74,3867,13777,8580,5907,113438,50591
4520,8812,8812,77886,54425,0.74,6514,78715,61118,0.19,1715,-1486,-1252,8812,80977,57132,8812,3013,596,0.1,853,139002,28535,0.09,820,116942,12204,0.75,6649,27365,16108,9669,249583,120415
4521,3056,3056,61963,49312,0.75,2292,67201,57398,0.17,514,-1134,-1068,3056,64586,51782,3056,2499,614,0.1,317,58595,25875,0.1,313,40957,15003,0.75,2290,18629,12256,3371,206770,100875
4550,2708,2708,50272,42710,0.78,2113,53678,47780,0.13,355,-1020,-671,2708,52343,44866,2708,2030,530,0.11,288,61364,31174,0.1,280,42100,15475,0.75,2034,12477,8620,3109,111840,49333
4551,37034,37034,53283,42686,0.74,27268,56135,48542,0.14,5094,-1156,-974,37034,55667,44556,37034,2311,550,0.09,3347,70649,27445,0.09,3218,49257,12150,0.72,26588,15055,9048,40785,159332,64098
4552,5345,5345,47726,33277,0.57,3046,52460,41548,0.18,980,2028,1487,5345,50171,35170,5345,2200,314,0.16,829,52930,23409,0.15,797,39287,12762,0.6,3232,15646,7964,5934,230677,77392
4553,5044,5044,55709,45873,0.78,3928,58089,50208,0.14,719,-1690,-1486,5044,58165,48090,5044,2396,638,0.11,533,55742,24303,0.1,510,36144,12894,0.76,3819,15251,9795,5431,115740,51514
4554,1232,1232,53228,40670,0.71,872,54318,45548,0.16,201,-1093,-135,1232,55676,42714,1232,2379,434,0.13,161,61770,24000,0.13,155,43833,12661,0.71,872,15279,9246,1363,137098,54970
4555,4394,4394,54798,43692,0.73,3203,56457,48349,0.14,630,-266,-398,4394,57213,45412,4394,2314,516,0.11,480,66576,28453,0.1,459,41724,13197,0.73,3203,15483,9714,4920,146592,64134
4556,27574,27574,58070,42290,0.72,19916,58600,47416,0.14,3989,-1410,-1184,27574,60749,44458,27574,2600,528,0.1,2716,82294,25000,0.09,2579,52948,11008,0.71,19690,18049,9654,29500,174041,61312
4557,12960,12960,55812,43955,0.76,9909,56614,47945,0.16,2022,-520,-757,12960,58725,46084,12960,2855,578,0.1,1311,72240,26740,0.09,1231,51965,12629,0.74,9570,15924,9324,14256,150758,49259
4558,13298,13298,50670,40922,0.74,9843,51890,44966,0.14,1850,83,-286,13298,53421,42820,13298,2672,480,0.11,1428,79190,26778,0.1,1331,59118,11708,0.72,9641,13668,7718,14950,146243,44335
4559,4084,4084,53254,42692,0.75,3043,55054,46021,0.16,640,-382,-434,4084,55808,44335,4084,2430,565,0.1,428,76996,25146,0.1,423,54651,10224,0.73,2990,14736,8821,4519,134266,59586
4560,20208,20208,50478,41769,0.74,15009,52494,47262,0.12,2460,-289,-574,20208,52638,43520,20208,2078,513,0.1,2018,69354,25992,0.1,1941,49024,11932,0.71,14419,13791,8377,22425,137117,56219
4561,5137,5137,53842,43670,0.73,3749,55950,48838,0.17,884,-50,-160,5137,56420,46193,5137,2481,562,0.13,674,81763,28415,0.13,647,65266,13864,0.74,3787,14833,9267,5733,140966,56595
4562,5544,5544,56756,40032,0.65,3618,55841,45000,0.17,939,649,681,5544,59369,42216,5544,2379,394,0.15,832,66538,27538,0.14,792,46623,14666,0.69,3822,18033,9358,6030,165393,62335
4563,5502,5502,52368,38184,0.68,3718,51481,43552,0.15,829,1993,225,5502,54640,40092,5502,2101,409,0.12,680,82807,26312,0.12,652,65008,14054,0.68,3732,16098,8149,6137,188192,64252
4564,7214,7214,52722,41951,0.71,5147,54089,46239,0.17,1217,112,-140,7214,55001,43913,7214,2240,522,0.11,783,80372,26442,0.1,754,59533,10520,0.72,5188,14726,8616,8034,166667,63787
4565,8416,8416,47672,37556,0.68,5760,49834,42250,0.13,1112,682,833,8416,49771,39354,8416,2008,410,0.12,1043,64868,27622,0.12,996,44199,12157,0.68,5720,13160,7153,9503,149703,57314
4566,5656,5656,61438,38693,0.57,3240,54595,44710,0.17,983,3908,1441,5656,64298,40886,5656,2677,355,0.11,618,84305,31532,0.1,586,60255,14428,0.67,3779,22168,8867,6158,278625,80918
4567,7996,7996,67619,40534,0.62,4951,56207,42114,0.2,1562,1196,1157,7996,71170,42908,7996,3320,450,0.14,1123,93547,32351,0.13,1078,62650,13804,0.71,5696,24517,9169,9152,276213,58691
4568,2252,2252,48798,37807,0.7,1587,52935,44592,0.14,314,125,-171,2252,50934,39622,2252,1995,460,0.12,280,60175,23108,0.12,278,43624,12243,0.69,1546,13436,8023,2544,131220,64859
4569,998,998,45187,36875,0.69,689,51430,43443,0.11,109,2383,412,998,47035,37789,998,1648,367,0.17,166,44389,30666,0.15,152,32475,16558,0.68,678,11865,7211,1115,116557,52770
4570,22816,22816,45209,37768,0.74,16863,50151,44175,0.13,2964,-62,-198,22816,47280,39552,22816,1886,400,0.1,2353,71786,27984,0.1,2322,59305,18082,0.67,15338,12151,7588,26078,118843,48525
4571,470,470,42964,32856,0.61,285,52667,44106,0.17,81,2037,2012,470,45007,35452,470,1829,300,0.15,72,38896,17750,0.15,71,29508,11598,0.64,301,11806,7489,524,130503,55747
4572,2768,2768,64402,46208,0.71,1978,59804,48370,0.18,508,-428,-244,2768,68330,48458,2768,3785,568,0.1,280,105189,20732,0.09,259,83042,11818,0.75,2087,20157,10102,3106,206673,59259
4573,18525,18525,56361,43060,0.72,13319,57996,48010,0.16,3013,-106,-77,18525,58917,45245,18525,2459,546,0.13,2406,66650,28126,0.12,2284,43723,12214,0.73,13505,16444,9429,20111,159577,62002
4574,782,782,43146,34770,0.63,494,50595,43670,0.15,118,3384,2308,782,44952,36360,782,1474,300,0.13,105,81416,32476,0.13,104,65144,14949,0.62,483,12704,7861,878,134063,50054
4575,16752,16752,61676,44524,0.72,12067,59798,48930,0.17,2886,-1047,-816,16752,64872,46890,16752,3106,602,0.1,1628,80302,29855,0.09,1558,51145,13400,0.73,12288,19447,10091,18227,182688,62796
4580,2013,2013,39523,29086,0.59,1194,44800,37250,0.13,262,787,486,2013,41285,30114,2013,1698,209,0.08,165,62559,26248,0.08,152,43532,15195,0.55,1111,11889,6296,2435,133261,51155
4581,768,768,44064,36340,0.67,518,46199,41956,0.16,120,1046,1584,768,46005,37328,768,1870,368,0.1,80,86655,36638,0.1,80,66591,19159,0.67,515,11893,6654,936,156654,53723
4600,391,391,39713,35081,0.65,253,52979,47961,0.1,38,829,-284,391,43039,36542,391,2047,302,0.12,46,46216,27422,0.12,45,47971,26260,0.58,227,12782,8533,445,112393,54597
4601,582,582,35402,27395,0.6,348,47712,42508,0.11,65,1477,286,582,38001,30028,582,1904,145,0.19,108,104400,47396,0.19,108,95066,46028,0.54,316,12278,6651,664,98969,38873
4605,2023,2023,40246,34223,0.74,1500,46458,42476,0.11,214,-498,-434,2023,42485,36394,2023,1726,315,0.09,175,68507,28527,0.09,178,65963,29156,0.63,1274,10749,6959,2385,103222,38899
4606,1236,1236,43409,40495,0.73,908,50204,47324,0.11,137,-63,-547,1236,45941,42634,1236,2018,491,0.1,124,64020,35276,0.1,126,52879,26556,0.68,836,11066,7517,1379,112698,54819
4608,480,480,42359,36070,0.71,340,48406,42248,0.13,64,-571,-682,480,44930,36798,480,2367,407,0.15,72,60148,28936,0.16,78,54206,27744,0.63,301,12598,8645,506,127626,56624
4610,7810,7810,49242,40823,0.78,6126,55165,46915,0.13,1033,-578,-556,7810,51403,42722,7810,1950,472,0.09,735,74393,28441,0.09,741,68140,24428,0.7,5501,13763,8321,8683,132866,55020
4611,65,65,30246,22706,0.57,37,34737,29293,0.11,7,6254,-938,65,33868,24087,65,2270,120,0.09,6,174786,52096,0.09,6,210932,73440,0.48,31,9441,6002,78,77582,32515
4612,158,158,29117,26046,0.54,85,51423,47358,0.12,19,2372,1588,158,31503,27338,158,1406,196,0.18,29,63823,38767,0.2,32,69405,42930,0.49,78,9779,6892,146,116977,58790
4613,336,336,31714,27814,0.59,199,45802,40892,0.11,36,-3194,-52,336,34168,29615,336,1291,159,0.14,47,104232,48676,0.15,49,102100,46192,0.53,179,10396,7672,381,91334,37122
4614,519,519,39133,32938,0.7,362,49409,42864,0.15,76,932,777,519,40856,34440,519,1598,320,0.12,64,58026,21987,0.12,62,60708,27603,0.59,305,11029,6542,610,96602,40542
4615,3115,3115,43938,35967,0.72,2253,52167,44480,0.12,365,-86,48,3115,45963,37334,3115,1769,394,0.1,321,63580,28670,0.1,321,59993,27687,0.64,1996,12287,7625,3669,113080,45508
4620,213,213,39320,30826,0.53,112,50157,41294,0.12,25,3396,2607,213,41656,32586,213,1914,209,0.2,42,38915,17900,0.2,42,39735,16194,0.6,128,10615,5124,204,109169,51651
4621,809,809,35735,28308,0.62,501,49157,42317,0.12,95,1133,395,809,37278,28830,809,1299,225,0.15,119,63448,27640,0.15,118,61563,33930,0.56,449,10807,7002,896,112221,50767
4625,1557,1557,40851,36059,0.75,1164,43754,39947,0.11,166,336,131,1557,43030,37960,1557,1798,300,0.11,179,89636,36665,0.11,173,83270,26480,0.7,1090,9925,6314,2067,97707,28026
4626,1388,1388,38537,33402,0.75,1046,41421,37118,0.1,135,658,486,1388,41337,35974,1388,1750,300,0.11,153,112129,35126,0.11,159,101948,29361,0.69,955,9979,6182,2002,83073,8786
4627,362,362,37732,30513,0.55,198,43823,36176,0.07,27,-449,-1184,362,40956,34268,362,1905,140,0.2,71,83598,48000,0.2,72,78834,25226,0.61,220,10369,6147,401,115868,40782
4630,1310,1310,40591,33738,0.63,821,51763,44756,0.11,147,1931,398,1310,43314,36228,1310,1777,235,0.17,225,88760,33066,0.17,222,89175,39199,0.63,820,11746,7429,1309,127083,55957
4650,15705,15705,45391,39268,0.75,11710,50912,46378,0.12,1895,56,-255,15705,47071,40748,15705,1595,376,0.08,1182,68168,24566,0.08,1178,54649,16091,0.68,10667,11848,8194,18354,137742,62264
4655,30650,30650,48193,38674,0.72,22151,52130,44946,0.13,3990,-52,-431,30650,50371,40288,30650,2066,422,0.08,2399,80384,32335,0.08,2343,59370,14727,0.68,20901,13304,7744,34908,134712,57442
4659,2125,2125,40743,32799,0.64,1364,47520,42304,0.12,261,680,-462,2125,42496,34547,2125,1569,299,0.08,161,64034,29619,0.08,165,45842,17244,0.59,1262,11258,6862,2575,144589,68141
4660,3624,3624,55649,33754,0.68,2467,48463,42083,0.13,469,372,-189,3624,58033,35703,3624,2045,300,0.08,303,90201,33253,0.08,294,79183,20494,0.62,2249,22258,7259,4396,129822,46984
4662,308,308,45983,34778,0.7,215,51429,45879,0.1,32,-337,-443,308,48021,35824,308,2016,322,0.1,30,65593,25426,0.09,29,50038,17182,0.64,196,13306,8015,382,95247,38351
4670,42348,42348,51026,40656,0.77,32813,51908,45845,0.13,5297,-246,-606,42348,53174,42204,42348,1989,407,0.07,2798,104801,31736,0.07,2761,83562,18032,0.71,30227,14537,8180,49756,130404,50673
4671,2902,2902,40264,30590,0.68,1985,49713,40845,0.11,310,813,-151,2902,42338,32163,2902,1570,275,0.1,282,73293,26368,0.1,289,69870,22104,0.59,1720,12060,6998,3415,97033,38971
4673,325,325,43798,35223,0.68,220,54098,47534,0.18,58,1753,1082,325,45701,36041,325,1499,320,0.12,39,101925,15800,0.12,40,89458,14144,0.62,203,13082,7980,375,99063,60145
4674,674,674,42169,32245,0.67,452,51648,39614,0.17,115,-138,-402,674,44408,34190,674,1659,362,0.13,85,51098,22871,0.14,91,45912,17385,0.6,406,13065,6877,858,111311,49929
4676,91,91,51678,30638,0.49,45,58755,45640,0.13,12,-548,1554,91,54391,33575,91,1805,100,0.2,18,110299,55534,0.21,19,92056,51028,0.54,49,23944,11875,116,134956,44155
4677,2104,2104,48479,34074,0.66,1399,57492,43742,0.17,367,-2659,-1742,2104,50579,35670,2104,1919,334,0.12,260,73825,24141,0.12,255,63774,16911,0.64,1352,15021,8369,2447,135010,58744
4678,459,459,53410,39068,0.72,329,66053,59585,0.15,67,-2075,-1655,459,55444,41522,459,1728,374,0.14,66,61734,30843,0.15,68,66383,32186,0.68,310,17513,13366,542,177916,95091
4680,29906,29906,67134,53500,0.85,25367,73217,62807,0.16,4682,-7127,-4906,29906,69310,55622,29906,2076,756,0.05,1617,88315,25000,0.05,1594,71726,15192,0.76,22730,20974,15400,35383,151119,70164
4694,129,129,55995,47710,0.78,100,67159,53520,0.11,14,-5402,-4754,129,57671,50246,129,1620,641,0.09,12,45478,33498,0.08,10,49521,27254,0.73,94,16733,13544,165,133981,64182
4695,562,562,59398,49455,0.81,458,75245,68956,0.15,87,-5658,-2984,562,61708,51985,562,1858,713,0.11,63,40413,23138,0.11,62,49976,32004,0.71,399,19261,16456,684,147077,87422
4699,233,233,53700,43343,0.7,163,67588,58004,0.13,31,-1412,-660,233,56108,44484,233,2194,398,0.17,39,60006,36331,0.17,39,65669,46594,0.69,160,17114,12481,276,122481,69704
4700,9171,9171,63175,50046,0.83,7607,63230,54149,0.14,1257,-2626,-1833,9171,65467,51717,9171,2183,581,0.07,648,127552,39565,0.07,630,76267,21386,0.77,7069,18834,11670,11004,155714,59868
4701,23700,23700,58820,50200,0.86,20353,61385,54330,0.12,2745,-2955,-2075,23700,60784,51816,23700,1865,544,0.06,1315,91849,25837,0.05,1252,73230,17948,0.78,18592,15873,11114,27483,143184,61661
4702,15575,15575,57463,48051,0.8,12414,64235,54642,0.12,1942,-1732,-1625,15575,60247,50285,15575,2133,550,0.09,1469,116734,35502,0.09,1478,108717,31240,0.75,11660,17003,11635,17461,132989,62506
4703,13597,13597,63915,49186,0.8,10810,67608,55232,0.16,2110,-2229,-1755,13597,66385,51216,13597,2306,636,0.07,1008,79561,27046,0.07,986,59252,15635,0.76,10286,19455,12496,15439,177315,76939
4705,237,237,44592,37828,0.52,124,51146,45286,0.16,37,-2815,-6126,237,51942,45980,237,4090,331,0.18,42,196869,67681,0.18,42,155149,34642,0.67,159,14833,9098,240,127103,56882
4707,105,105,53398,45005,0.7,73,64652,62350,0.1,10,-6996,-6209,105,58025,49016,105,3692,822,0.18,19,134985,30391,0.17,18,134654,72210,0.7,74,17740,13551,128,117417,51153
4709,392,392,88293,71235,0.95,373,92515,74523,0.23,90,-7528,-5802,392,91674,74012,392,3045,1483,0.04,14,97601,40814,0.04,16,70947,35202,0.84,328,28897,22302,489,129818,57359
4710,2545,2545,58515,44459,0.78,1976,61504,51000,0.15,378,-3738,-2585,2545,60765,46017,2545,2070,484,0.06,159,63257,23404,0.06,152,49783,13168,0.71,1798,18128,11437,2975,161455,66611
4711,1089,1089,66557,56472,0.85,923,70947,61050,0.17,182,-2713,-1873,1089,69051,58850,1089,2311,805,0.06,67,112821,39957,0.06,64,95173,32242,0.79,861,19645,14156,1214,204113,111215
4712,228,228,51141,46454,0.7,160,56990,52338,0.14,33,-4340,-1447,228,56509,50614,228,2738,300,0.2,46,237188,41026,0.21,47,217363,36917,0.7,160,17578,11265,242,154803,55749
4713,269,269,44581,38467,0.91,246,40789,36035,0.02,5,-2775,-1002,269,45204,39600,269,623,133,0.01,4,131701,12856,0.01,3,130007,4748,0.75,203,8589,6176,429,33415,6863
4714,1063,1063,49549,41764,0.82,868,54601,47816,0.09,97,-735,-472,1063,51110,43047,1063,1540,387,0.07,76,49809,23912,0.07,73,44102,19448,0.71,758,13183,9052,1435,94109,41681
4715,4181,4181,66058,52821,0.82,3438,74278,60633,0.16,664,-3976,-2512,4181,68450,54777,4181,2165,716,0.09,391,93942,28149,0.09,393,90304,33253,0.78,3246,20407,13036,4671,151235,63586
4716,515,515,52865,44936,0.69,353,67233,55064,0.13,69,-2616,-1602,515,55678,47874,515,2084,376,0.15,77,77528,48424,0.15,79,87335,53886,0.7,360,15993,11374,550,142396,64141
4717,2646,2646,83262,75042,0.92,2442,89090,83208,0.22,570,-6151,-3847,2646,85720,78000,2646,2333,984,0.04,114,63565,32902,0.04,115,59852,24850,0.82,2181,26585,23584,3199,124640,61766
4718,1234,1234,68520,55320,0.79,974,75107,64580,0.15,190,-2470,-1941,1234,72385,59892,1234,3142,832,0.09,116,99997,31500,0.09,116,86622,24758,0.76,937,22424,15874,1389,145923,64015
4719,633,633,49603,42423,0.71,448,55149,45681,0.14,88,-2287,-443,633,53754,44719,633,2744,331,0.15,98,111510,34883,0.16,99,103830,41427,0.71,451,14853,8871,672,150176,58946
4720,9170,9170,72090,55520,0.88,8077,73978,58544,0.18,1648,-4227,-3183,9170,75056,57802,9170,2564,808,0.06,593,92608,28269,0.06,591,76318,17010,0.81,7394,22205,14497,10984,120700,48071
4721,2179,2179,64585,53775,0.76,1665,71165,57626,0.19,409,-3797,-2643,2179,67864,56683,2179,2706,689,0.11,229,79672,23779,0.11,243,74309,16733,0.77,1680,21294,14862,2398,147083,64362
4722,1122,1122,56990,49414,0.66,741,64339,56229,0.18,203,-2190,-1118,1122,60489,52030,1122,2744,350,0.16,185,96656,26620,0.16,182,87855,21730,0.73,819,18947,13062,1176,148624,69864
4723,856,856,54748,47038,0.7,598,65846,57241,0.15,125,-3216,-3139,856,59608,49828,856,3000,584,0.12,99,126740,30380,0.12,102,111711,27082,0.72,618,17935,12796,930,124179,57158
4724,403,403,40255,44104,0.59,237,54777,51779,0.14,55,4520,-193,403,44557,47812,403,2510,309,0.18,72,75186,30562,0.18,73,72144,25349,0.71,287,15774,10941,401,124954,67144
4725,851,851,53887,47802,0.78,661,59008,53532,0.15,128,163,-207,851,56616,50572,851,2208,350,0.11,93,141937,43063,0.11,92,137631,32009,0.75,639,16266,10893,956,159097,71466
4726,239,239,37908,36147,0.62,149,47005,42523,0.08,20,1430,1463,239,42125,37296,239,1896,176,0.19,45,91711,45000,0.19,45,68677,34317,0.64,154,10562,9335,249,148346,47922
4727,171,171,33517,32414,0.68,116,45695,47240,0.14,24,-3643,-3328,171,37329,35001,171,1930,60,0.16,28,74549,26196,0.17,29,60089,24343,0.59,101,10312,9054,191,110790,49195
