geo_point_2d,geo_shape,projection,stop_id,stop_name,latitude,longitude,routeussp,ticketzone,postcode,suburb_name,ward_name,easting,northing,gisfid,fme_feature_type,googlemaps_drive_to
"-38.1094419733, 145.3048429997","{""coordinates"": [145.3048429997, -38.1094419733], ""type"": ""Point""}",MGA zone 55,45561,Archers Field Dr/Bradford Dr (Cranbourne East),-38.1094419733099,145.30484299966300,898,2,3977,CRANBOURNE EAST,MAYFIELD,351385,5780685,1231,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.1094419733099,145.30484299966253/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1090449422, 145.3016818837","{""coordinates"": [145.3016818837, -38.1090449422], ""type"": ""Point""}",MGA zone 55,45562,Broad Oak Dr/Bradford Dr (Cranbourne East),-38.10904494221910,145.3016818837260,898,2,3977,CRANBOURNE EAST,MAYFIELD,351108,5780724,1232,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.10904494221912,145.3016818837262/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1018059839, 145.2983709204","{""coordinates"": [145.2983709204, -38.1018059839], ""type"": ""Point""}",MGA zone 55,45565,Fetlock Lane/Foxwood Dr (Cranbourne East),-38.101805983853400,145.29837092039500,898,2,3977,CRANBOURNE EAST,MAYFIELD,350803,5781521,1235,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.101805983853374,145.29837092039523/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0985290183, 145.287430972","{""coordinates"": [145.287430972, -38.0985290183], ""type"": ""Point""}",MGA zone 55,45568,Barkly St/Camms Rd (Cranbourne),-38.098529018336100,145.28743097201300,798,2,3977,CRANBOURNE,MAYFIELD,349837,5781867,1237,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.098529018336116,145.28743097201294/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1040299594, 145.3019800342","{""coordinates"": [145.3019800342, -38.1040299594], ""type"": ""Point""}",MGA zone 55,45572,Corrigans Rd/Broad Oak Dr (Cranbourne East),-38.10402995943070,145.30198003420800,898,2,3977,CRANBOURNE EAST,MAYFIELD,351123,5781280,1240,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.10402995943069,145.30198003420753/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1058630417, 145.3016181379","{""coordinates"": [145.3016181379, -38.1058630417], ""type"": ""Point""}",MGA zone 55,45573,Avalon Cres/Broad Oak Dr (Cranbourne East),-38.10586304174760,145.30161813790100,898,2,3977,CRANBOURNE EAST,MAYFIELD,351095,5781076,1241,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.10586304174757,145.30161813790087/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0290709823, 145.3272509427","{""coordinates"": [145.3272509427, -38.0290709823], ""type"": ""Point""}",MGA zone 55,4216,Cyril Molyneux Reserve/Princes Hwy (Berwick),-38.02907098231550,145.32725094269600,"838,926,828",2,3806,BERWICK,EDRINGTON,353190,5789639,1258,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.02907098231554,145.32725094269568/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0569039566, 145.3556008929","{""coordinates"": [145.3556008929, -38.0569039566], ""type"": ""Point""}",MGA zone 55,45665,McCubbin Way/Streeton Way (Berwick),-38.05690395662110,145.35560089286000,"836,831",2,3806,BERWICK,EDRINGTON,355732,5786594,1262,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05690395662111,145.35560089285957/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0694839785, 145.3415029501","{""coordinates"": [145.3415029501, -38.0694839785], ""type"": ""Point""}",MGA zone 55,45668,Meadowlands Way/Skyline Way (Berwick),-38.06948397847470,145.34150295013400,836,2,3806,BERWICK,EDRINGTON,354520,5785177,1265,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06948397847469,145.34150295013407/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0988939639, 145.2895999273","{""coordinates"": [145.2895999273, -38.0988939639], ""type"": ""Point""}",MGA zone 55,44225,Arleon Cres/Camms Rd (Cranbourne),-38.09889396386920,145.2895999272780,798,2,3977,CRANBOURNE,MAYFIELD,350027,5781830,1272,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.09889396386919,145.2895999272778/@your+location,17z/data=!4m2!4m1!3e0"
"-38.157528977, 145.2954898944","{""coordinates"": [145.2954898944, -38.157528977], ""type"": ""Point""}",MGA zone 55,44260,71 Finsbury Rd (Devon Meadows),-38.157528976995400,145.29548989439200,"796,795",2,3977,DEVON MEADOWS,BALLA BALLA,350663,5775333,1273,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.157528976995366,145.29548989439218/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0673129282, 145.2453440356","{""coordinates"": [145.2453440356, -38.0673129282], ""type"": ""Point""}",MGA zone 55,51202,Saltbush Ave/Melington Dr (Lyndhurst),-38.06731292819690,145.24534403561700,897,2,3975,LYNDHURST,MAYFIELD,346080,5785262,1277,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06731292819692,145.24534403561728/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0676350241, 145.2451881523","{""coordinates"": [145.2451881523, -38.0676350241], ""type"": ""Point""}",MGA zone 55,51203,Alpine Heath Way/Melington Dr (Lyndhurst),-38.06763502414590,145.24518815227400,897,2,3975,LYNDHURST,MAYFIELD,346067,5785226,1278,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06763502414585,145.24518815227447/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0741390157, 145.248088048","{""coordinates"": [145.248088048, -38.0741390157], ""type"": ""Point""}",MGA zone 55,51208,Lyndhurst Bvd/Marriott Bvd (Lyndhurst),-38.074139015688300,145.24808804801400,897,2,3975,LYNDHURST,MAYFIELD,346336,5784510,1281,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.074139015688296,145.24808804801447/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0740470101, 145.2479191285","{""coordinates"": [145.2479191285, -38.0740470101], ""type"": ""Point""}",MGA zone 55,51209,Lyndhurst Bvd/Marriott Bvd (Lyndhurst),-38.07404701006250,145.24791912853600,897,2,3975,LYNDHURST,MAYFIELD,346320,5784519,1282,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.07404701006245,145.24791912853618/@your+location,17z/data=!4m2!4m1!3e0"
"-38.091825984, 145.255716003","{""coordinates"": [145.255716003, -38.091825984], ""type"": ""Point""}",MGA zone 55,51214,Fairhaven Bvd/Evans Rd (Cranbourne West),-38.09182598401080,145.2557160030010,897,2,3977,CRANBOURNE WEST,MAYFIELD,347041,5782559,1286,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.09182598401079,145.2557160030012/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1456799684, 145.2490480977","{""coordinates"": [145.2490480977, -38.1456799684], ""type"": ""Point""}",MGA zone 55,51225,Botanic Ridge Bvd/Station Creek Way (Botanic Ridge),-38.14567996843470,145.24904809770600,792,2,3977,BOTANIC RIDGE,BALLA BALLA,346569,5776572,1297,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14567996843474,145.24904809770607/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1462630215, 145.2501180022","{""coordinates"": [145.2501180022, -38.1462630215], ""type"": ""Point""}",MGA zone 55,51226,Pimelia Mews/Station Creek Way (Botanic Ridge),-38.14626302150840,145.2501180022020,792,2,3977,BOTANIC RIDGE,BALLA BALLA,346664,5776510,1298,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14626302150838,145.2501180022019/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1461859205, 145.2539890704","{""coordinates"": [145.2539890704, -38.1461859205], ""type"": ""Point""}",MGA zone 55,51227,Adriana Cct/Station Creek Way (Botanic Ridge),-38.14618592049210,145.2539890703920,792,2,3977,BOTANIC RIDGE,BALLA BALLA,347004,5776525,1299,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14618592049213,145.2539890703919/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1404109116, 145.255313192","{""coordinates"": [145.255313192, -38.1404109116], ""type"": ""Point""}",MGA zone 55,51230,Otway Rise/Settlers Run (Botanic Ridge),-38.14041091160180,145.25531319198100,792,2,3977,BOTANIC RIDGE,BALLA BALLA,347108,5777168,1302,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.14041091160181,145.25531319198055/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1323120637, 145.2530188703","{""coordinates"": [145.2530188703, -38.1323120637], ""type"": ""Point""}",MGA zone 55,51235,Settlers Run Golf & Country Club/Settlers Run (Botanic Ridge),-38.13231206366110,145.25301887031400,792,2,3977,BOTANIC RIDGE,BALLA BALLA,346890,5778062,1306,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.13231206366112,145.25301887031446/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1164438986, 145.2452748543","{""coordinates"": [145.2452748543, -38.1164438986], ""type"": ""Point""}",MGA zone 55,51238,Merritt Ave/Everlasting Bvd (Cranbourne West),-38.11644389861370,145.24527485427700,792,2,3977,CRANBOURNE WEST,MAYFIELD,346177,5779810,1309,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.11644389861367,145.24527485427714/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1152480859, 145.2406269435","{""coordinates"": [145.2406269435, -38.1152480859], ""type"": ""Point""}",MGA zone 55,51241,Barton PS/Everlasting Bvd (Cranbourne West),-38.11524808588600,145.24062694349200,792,2,3977,CRANBOURNE WEST,MAYFIELD,345767,5779935,1312,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.11524808588599,145.24062694349172/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1143370082, 145.2357669081","{""coordinates"": [145.2357669081, -38.1143370082], ""type"": ""Point""}",MGA zone 55,51242,Pandora Dr/Atlas Dr (Cranbourne West),-38.114337008243300,145.23576690808500,792,2,3977,CRANBOURNE WEST,MAYFIELD,345339,5780028,1313,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.114337008243275,145.23576690808497/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0646100146, 145.3518489538","{""coordinates"": [145.3518489538, -38.0646100146], ""type"": ""Point""}",MGA zone 55,45672,Ambrose Ct/Jembecca Dr (Berwick),-38.064610014622400,145.3518489537690,836,2,3806,BERWICK,EDRINGTON,355418,5785734,1355,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.064610014622396,145.3518489537691/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0585761172, 145.3533869413","{""coordinates"": [145.3533869413, -38.0585761172], ""type"": ""Point""}",MGA zone 55,45674,Landra Ct/Riviera Dr (Berwick),-38.05857611716150,145.3533869413180,836,2,3806,BERWICK,EDRINGTON,355542,5786405,1357,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05857611716146,145.3533869413184/@your+location,17z/data=!4m2!4m1!3e0"
"-38.038074024, 145.3617989889","{""coordinates"": [145.3617989889, -38.038074024], ""type"": ""Point""}",MGA zone 55,45690,Funston St/Manuka Rd (Berwick),-38.03807402400260,145.36179898887600,837,2,3806,BERWICK,EDRINGTON,356239,5788694,1373,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03807402400262,145.36179898887562/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0356500177, 145.3637678023","{""coordinates"": [145.3637678023, -38.0356500177], ""type"": ""Point""}",MGA zone 55,45691,Manuka Rd/Brisbane St (Berwick),-38.03565001771990,145.36376780233300,837,2,3806,BERWICK,EDRINGTON,356408,5788966,1374,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.03565001771988,145.36376780233334/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0278980538, 145.3494599437","{""coordinates"": [145.3494599437, -38.0278980538], ""type"": ""Point""}",MGA zone 55,45694,Pioneers Park/Brisbane St (Berwick),-38.027898053802500,145.34945994366600,837,2,3806,BERWICK,EDRINGTON,355137,5789804,1377,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.027898053802495,145.34945994366558/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0492520973, 145.3268479926","{""coordinates"": [145.3268479926, -38.0492520973], ""type"": ""Point""}",MGA zone 55,45713,Knox St/Centre Rd (Berwick),-38.049252097271500,145.3268479926280,847,2,3806,BERWICK,EDRINGTON,353194,5787399,1393,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.049252097271534,145.3268479926275/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0513510064, 145.3142070392","{""coordinates"": [145.3142070392, -38.0513510064], ""type"": ""Point""}",MGA zone 55,45715,Applewood Pl/Wood Rd (Narre Warren South),-38.051351006385500,145.31420703918000,847,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,352089,5787146,1395,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.051351006385474,145.31420703918013/@your+location,17z/data=!4m2!4m1!3e0"
"-38.056538992, 145.3146239144","{""coordinates"": [145.3146239144, -38.056538992], ""type"": ""Point""}",MGA zone 55,45716,Greaves Rd/Wood Rd (Narre Warren South),-38.05653899197180,145.3146239143860,847,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,352136,5786571,1396,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.05653899197184,145.3146239143864/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0603840458, 145.3112189916","{""coordinates"": [145.3112189916, -38.0603840458], ""type"": ""Point""}",MGA zone 55,45718,Almer Ave/The Promenade (Narre Warren South),-38.060384045758500,145.31121899156400,847,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,351846,5786138,1398,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.060384045758454,145.31121899156352/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0696650236, 145.3105378622","{""coordinates"": [145.3105378622, -38.0696650236], ""type"": ""Point""}",MGA zone 55,45722,Dorchester Dr/The Promenade (Narre Warren South),-38.06966502355340,145.31053786215800,847,2,3805,NARRE WARREN SOUTH,SPRINGFIELD,351804,5785107,1400,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.06966502355342,145.31053786215804/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0180098886, 145.3333460566","{""coordinates"": [145.3333460566, -38.0180098886], ""type"": ""Point""}",MGA zone 55,45724,Roxby Ct/Hagen Dr (Berwick),-38.01800988862670,145.3333460565950,839,2,3806,BERWICK,EDRINGTON,353703,5790876,1402,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.01800988862665,145.3333460565953/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0160849522, 145.3354970289","{""coordinates"": [145.3354970289, -38.0160849522], ""type"": ""Point""}",MGA zone 55,45725,Bellbird Park/Bluebird Dr (Berwick),-38.016084952235400,145.33549702894200,839,2,3806,BERWICK,EDRINGTON,353888,5791092,1403,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.016084952235374,145.33549702894175/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0135190128, 145.3350538776","{""coordinates"": [145.3350538776, -38.0135190128], ""type"": ""Point""}",MGA zone 55,45726,Sittella Dr/Whistler Dr (Berwick),-38.01351901279110,145.33505387759400,839,2,3806,BERWICK,EDRINGTON,353844,5791377,1404,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.01351901279111,145.33505387759413/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0125500141, 145.3302921913","{""coordinates"": [145.3302921913, -38.0125500141], ""type"": ""Point""}",MGA zone 55,45727,Bullfinch Way/Whistler Dr (Berwick),-38.012550014051,145.33029219127000,839,2,3806,BERWICK,EDRINGTON,353424,5791477,1405,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.012550014051,145.33029219126982/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0149239817, 145.3235512403","{""coordinates"": [145.3235512403, -38.0149239817], ""type"": ""Point""}",MGA zone 55,45728,Parkhill Plaza SC/Parkhill Dr (Berwick),-38.0149239817187,145.32355124030500,839,2,3806,BERWICK,EDRINGTON,352836,5791202,1406,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0149239817187,145.32355124030548/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0136579526, 145.3353130642","{""coordinates"": [145.3353130642, -38.0136579526], ""type"": ""Point""}",MGA zone 55,45730,Sittella Dr/Whistler Dr (Berwick),-38.013657952620600,145.3353130642450,839,2,3806,BERWICK,EDRINGTON,353867,5791362,1408,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.013657952620626,145.3353130642451/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1024009673, 145.320288068","{""coordinates"": [145.320288068, -38.1024009673], ""type"": ""Point""}",MGA zone 55,47233,Torney St/Linsell Bvd (Cranbourne East),-38.10240096726090,145.32028806797900,798,2,3977,CRANBOURNE EAST,MAYFIELD,352726,5781490,1412,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.10240096726085,145.32028806797913/@your+location,17z/data=!4m2!4m1!3e0"
"-38.101431908, 145.3118249224","{""coordinates"": [145.3118249224, -38.101431908], ""type"": ""Point""}",MGA zone 55,47235,Casey Fields Bvd/Linsell Bvd (Cranbourne East),-38.101431907954900,145.31182492238900,798,2,3977,CRANBOURNE EAST,MAYFIELD,351981,5781585,1414,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.101431907954904,145.31182492238864/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0992070289, 145.2975529837","{""coordinates"": [145.2975529837, -38.0992070289], ""type"": ""Point""}",MGA zone 55,47237,Rochester Pde/Linsell Bvd (Cranbourne East),-38.09920702886580,145.29755298372700,798,2,3977,CRANBOURNE EAST,MAYFIELD,350725,5781809,1416,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.09920702886584,145.29755298372743/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0987919674, 145.2962739674","{""coordinates"": [145.2962739674, -38.0987919674], ""type"": ""Point""}",MGA zone 55,47238,Rochester Pde/Linsell Bvd (Cranbourne East),-38.09879196744860,145.2962739674420,798,2,3977,CRANBOURNE EAST,MAYFIELD,350612,5781853,1417,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.09879196744862,145.2962739674423/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0476919717, 145.2633969192","{""coordinates"": [145.2633969192, -38.0476919717], ""type"": ""Point""}",MGA zone 55,51278,Hallam Rd/Lynbrook Bvd (Lynbrook),-38.04769197173290,145.26339691922700,893,2,3975,LYNBROOK,RIVER GUM,347624,5787469,1429,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.04769197173294,145.26339691922692/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1072930627, 145.3246131544","{""coordinates"": [145.3246131544, -38.1072930627], ""type"": ""Point""}",MGA zone 55,51286,Calabrese Cct/Selandra Bvd (Clyde North),-38.10729306265770,145.32461315441100,798,2,3978,CLYDE NORTH,EDRINGTON,353115,5780954,1437,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.10729306265772,145.32461315441074/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1105659562, 145.3266478894","{""coordinates"": [145.3266478894, -38.1105659562], ""type"": ""Point""}",MGA zone 55,51289,Hilltop Park/Heather Gr (Clyde North),-38.11056595617880,145.32664788942900,798,2,3978,CLYDE NORTH,EDRINGTON,353299,5780594,1440,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.11056595617884,145.32664788942867/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9761620384, 145.2699449257","{""coordinates"": [145.2699449257, -37.9761620384], ""type"": ""Point""}",MGA zone 55,51291,Hanna Dr/Heatherton Rd (Endeavour Hills),-37.97616203838870,145.26994492568300,"863,842",2,3802,ENDEAVOUR HILLS,FOUR OAKS,348050,5795417,1442,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.97616203838868,145.26994492568298/@your+location,17z/data=!4m2!4m1!3e0"
"-37.9765130491, 145.2699140279","{""coordinates"": [145.2699140279, -37.9765130491], ""type"": ""Point""}",MGA zone 55,51292,John Fawkner Dr/Heatherton Rd (Endeavour Hills),-37.97651304906100,145.26991402790000,"863,842",2,3802,ENDEAVOUR HILLS,FOUR OAKS,348048,5795378,1443,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-37.97651304906097,145.26991402789966/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0784549756, 145.3233330071","{""coordinates"": [145.3233330071, -38.0784549756], ""type"": ""Point""}",MGA zone 55,51302,Alisma Bvd/Mountainview Bvd (Cranbourne North),-38.0784549755733,145.32333300711800,899,2,3977,CRANBOURNE NORTH,SPRINGFIELD,352945,5784152,1452,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0784549755733,145.32333300711844/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0733249998, 145.315640897","{""coordinates"": [145.315640897, -38.0733249998], ""type"": ""Point""}",MGA zone 55,51310,Discovery Ave/William Thwaites Bvd (Cranbourne North),-38.073324999779200,145.3156408969900,847,2,3977,CRANBOURNE NORTH,SPRINGFIELD,352259,5784709,1454,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.073324999779175,145.3156408969896/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0734550512, 145.3159119711","{""coordinates"": [145.3159119711, -38.0734550512], ""type"": ""Point""}",MGA zone 55,51311,Unity Lane/William Thwaites Bvd (Cranbourne North),-38.073455051157500,145.3159119710830,847,2,3977,CRANBOURNE NORTH,SPRINGFIELD,352284,5784695,1455,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.073455051157495,145.3159119710829/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0790600196, 145.3158968376","{""coordinates"": [145.3158968376, -38.0790600196], ""type"": ""Point""}",MGA zone 55,51315,Aspera Pl/William Thwaites Bvd (Cranbourne North),-38.07906001958430,145.31589683759200,847,2,3977,CRANBOURNE NORTH,SPRINGFIELD,352293,5784074,1459,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.07906001958426,145.31589683759174/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0788500181, 145.3157190128","{""coordinates"": [145.3157190128, -38.0788500181], ""type"": ""Point""}",MGA zone 55,51316,Mountainview Bvd/William Thwaites Bvd (Cranbourne North),-38.078850018087200,145.31571901277900,847,2,3977,CRANBOURNE NORTH,SPRINGFIELD,352277,5784097,1460,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.078850018087174,145.31571901277889/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0817339338, 145.3302241167","{""coordinates"": [145.3302241167, -38.0817339338], ""type"": ""Point""}",MGA zone 55,51320,Featherbrook Cct/Arbourlea Bvd (Cranbourne North),-38.0817339338006,145.33022411674900,899,2,3977,CRANBOURNE NORTH,SPRINGFIELD,353555,5783799,1464,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.0817339338006,145.33022411674935/@your+location,17z/data=!4m2!4m1!3e0"
"-38.118729, 145.327785138","{""coordinates"": [145.327785138, -38.118729], ""type"": ""Point""}",MGA zone 55,51323,Clyde Recreation Reserve/Pattersons Rd (Clyde North),-38.11872899995690,145.32778513804400,897,2,3978,CLYDE NORTH,EDRINGTON,353416,5779690,1467,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.11872899995691,145.32778513804425/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1043459379, 145.2964298531","{""coordinates"": [145.2964298531, -38.1043459379], ""type"": ""Point""}",MGA zone 55,51329,Hunt Club Bvd/Scotsdale Dr (Cranbourne East),-38.104345937942500,145.29642985314400,898,2,3977,CRANBOURNE EAST,MAYFIELD,350637,5781237,1473,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.104345937942476,145.29642985314405/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0999449656, 145.2807259278","{""coordinates"": [145.2807259278, -38.0999449656], ""type"": ""Point""}",MGA zone 55,51330,Cranbourne Station/Station St (Cranbourne),-38.09994496564080,145.2807259277940,791,2,3977,CRANBOURNE,MAYFIELD,349251,5781699,1474,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.09994496564078,145.2807259277937/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0998520156, 145.2805570446","{""coordinates"": [145.2805570446, -38.0998520156], ""type"": ""Point""}",MGA zone 55,51331,Cranbourne Station/Station St (Cranbourne),-38.09985201564750,145.2805570446320,897,2,3977,CRANBOURNE,MAYFIELD,349236,5781710,1475,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.09985201564748,145.2805570446318/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0995560495, 145.2800632295","{""coordinates"": [145.2800632295, -38.0995560495], ""type"": ""Point""}",MGA zone 55,51333,Cranbourne Station/Station St (Cranbourne),-38.09955604954040,145.28006322945800,"795,796,760",2,3977,CRANBOURNE,MAYFIELD,349193,5781742,1477,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.09955604954035,145.28006322945808/@your+location,17z/data=!4m2!4m1!3e0"
"-38.1009419429, 145.2756048476","{""coordinates"": [145.2756048476, -38.1009419429], ""type"": ""Point""}",MGA zone 55,51335,Duff St Reserve/Duff St (Cranbourne),-38.10094194294320,145.2756048476060,792,2,3977,CRANBOURNE,MAYFIELD,348804,5781581,1479,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.10094194294317,145.2756048476061/@your+location,17z/data=!4m2!4m1!3e0"
"-38.0481069155, 145.2683098662","{""coordinates"": [145.2683098662, -38.0481069155], ""type"": ""Point""}",MGA zone 55,45548,Elpara Way/Ormond Rd (Hampton Park),-38.04810691552730,145.2683098662070,"895,892",2,3976,HAMPTON PARK,RIVER GUM,348055,5787431,1484,Transport.Bus_Stop_Metro_Pt_PTV,"https://www.google.com.au/maps/dir//-38.04810691552727,145.2683098662072/@your+location,17z/data=!4m2!4m1!3e0"
